date,ticker,model,actual_return,predicted_return,pred_lower_return,pred_upper_return,actual_price,reconstructed_price,actual,predicted,pred_lower,pred_upper,mae,rmse,mape,directional_accuracy,interval_coverage
2023-01-03,AAPL,lstm,-0.03812220940337041,0.004102879203855991,-0.019448937848210335,0.029227619990706444,200.5759770243939,209.2266645898344,200.5759770243939,209.2266645898344,204.35658011185296,214.55002280177723,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-04,AAPL,lstm,0.010261402643368283,0.005401536822319031,-0.022675327956676483,0.031079251319169998,202.6447640606584,210.35986860639764,202.6447640606584,210.35986860639764,199.77487126958061,221.32276969709343,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-05,AAPL,lstm,-0.010661283111650382,0.006429241970181465,-0.01733497530221939,0.03179489076137543,200.4957866431274,211.7166766788237,200.4957866431274,211.7166766788237,196.34162647296637,228.4727605642209,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-06,AAPL,lstm,0.036133357676866824,0.004962653387337923,-0.017651958391070366,0.02917923592031002,207.87284901227156,212.7699589478053,207.87284901227156,212.7699589478053,192.906224727266,235.237629753028,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-09,AAPL,lstm,0.004080529215203643,0.004680421203374863,-0.015618129633367062,0.026024028658866882,208.72281321822499,213.768139929016,208.72281321822499,213.768139929016,189.9167973940591,241.43981989114232,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-10,AAPL,lstm,0.004446510347639705,0.003928124438971281,-0.016339749097824097,0.024127431213855743,209.6529678054449,214.6094915463399,209.6529678054449,214.6094915463399,186.83881970420734,247.33598731050913,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-11,AAPL,lstm,0.020892514925815384,0.0009826120221987367,-0.023102883249521255,0.02507159113883972,214.07922235639947,214.82047821740412,214.07922235639947,214.82047821740412,182.57178426048148,253.61547188786312,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-12,AAPL,lstm,-0.0005994891772679897,0.005186913069337606,-0.0174485445022583,0.029681019484996796,213.95092264050686,215.93762763501383,213.95092264050686,215.93762763501383,179.41380207675044,261.2558551746575,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-13,AAPL,lstm,0.010068257135029462,0.007796264719218016,-0.018370579928159714,0.03423178195953369,216.11591611068934,217.6277036216825,216.11591611068934,217.6277036216825,176.14796111376677,270.35395723358283,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-17,AAPL,lstm,0.008718252102151425,0.0038221266586333513,-0.021969545632600784,0.02727103978395462,218.00830633176943,218.46110438986037,218.00830633176943,218.46110438986037,172.32027540671479,277.8282447003317,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-18,AAPL,lstm,-0.005384454852158148,0.0070122117176651955,-0.01673627272248268,0.029662564396858215,216.83760507141884,219.99837261493764,216.83760507141884,219.99837261493764,169.46028045837085,286.1927924703899,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-19,AAPL,lstm,0.0004436376600177206,0.0035507685970515013,-0.02362903021275997,0.031605884432792664,216.9338237406711,220.7809257441883,216.9338237406711,220.7809257441883,165.50303942395004,295.38264081602654,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-20,AAPL,lstm,0.019038364081683426,0.006295634433627129,-0.01842271164059639,0.031188923865556717,221.1034543891718,222.175261000297,221.1034543891718,222.175261000297,162.48194004550348,304.74046494220124,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-23,AAPL,lstm,0.023228555627554673,0.004795209039002657,-0.021987084299325943,0.032595958560705185,226.29948276481335,223.24320348539752,226.29948276481335,223.24320348539752,158.94842705280897,314.8374398903733,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-24,AAPL,lstm,0.010012762907375555,0.005739201325923204,-0.020174019038677216,0.03081590309739113,228.5767476629026,224.52811611341423,228.5767476629026,224.52811611341423,155.77392382784805,324.6904844696527,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-25,AAPL,lstm,-0.004711835225971918,0.005193990655243397,-0.018626820296049118,0.02875925600528717,227.50226507180426,225.69735494592356,227.50226507180426,225.69735494592356,152.89920446725597,334.1639239420182,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-26,AAPL,lstm,0.014694869771428311,0.005620150361210108,-0.018236473202705383,0.02951175346970558,230.87006531964633,226.96938000027507,230.87006531964633,226.96938000027507,150.13613624382722,344.1726589095217,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-27,AAPL,lstm,0.0135914746418463,0.0049554407596588135,-0.024009935557842255,0.03159434720873833,234.02935099966064,228.09689340933787,234.02935099966064,228.09689340933787,146.57430361580498,355.22017797688227,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-30,AAPL,lstm,-0.0202823742298003,0.006640576291829348,-0.018764181062579155,0.0354660302400589,229.33049319960372,229.61664060333493,229.33049319960372,229.61664060333493,143.84959604128946,368.04448394994967,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-01-31,AAPL,lstm,0.008980486518885233,0.0070159244351089,-0.01941310614347458,0.03265918418765068,231.39926800053388,231.23328408109353,231.39926800053388,231.23328408109353,141.08395875377465,380.26295598324214,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-01,AAPL,lstm,0.007869704048322388,0.0064226300455629826,-0.018925799056887627,0.030282823368906975,233.22749612833334,232.72318073672258,233.22749612833334,232.72318073672258,138.4389439878816,391.9545144105013,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-02,AAPL,lstm,0.036392300510034066,0.008667423389852047,-0.016134850680828094,0.031990598887205124,241.87151513308342,234.74906841082995,241.87151513308342,234.74906841082995,136.2231737508357,404.69608444299917,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-03,AAPL,lstm,0.024106975000651183,0.007582574617117643,-0.022258222103118896,0.03149901330471039,247.77315524013127,236.5358360448597,247.77315524013127,236.5358360448597,133.22458117115943,417.64648187672236,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-06,AAPL,lstm,-0.018091498958964447,0.004959867335855961,-0.020248454064130783,0.033098604530096054,243.33087240119087,237.71194413352364,243.33087240119087,237.71194413352364,130.55412060430876,431.7012987062074,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-07,AAPL,lstm,0.0190618622856037,0.00931192934513092,-0.014714790508151054,0.032539092004299164,248.01370191326197,239.93584059687666,248.01370191326197,239.93584059687666,128.647107180865,445.9794995974806,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-08,AAPL,lstm,-0.017810405213165126,0.004410186782479286,-0.02087528072297573,0.026531929150223732,243.6355811676022,240.99633849614796,243.6355811676022,240.99633849614796,125.9893981365408,457.9705768103762,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-09,AAPL,lstm,-0.0069355479636618615,0.0032865137327462435,-0.02120615728199482,0.028293563053011894,241.95168104368116,241.78968989456484,241.95168104368116,241.78968989456484,123.34578004259727,471.11323777001246,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-10,AAPL,lstm,0.0009275169239235722,0.00830389466136694,-0.017329806461930275,0.03275512903928757,242.17619942882604,243.80584146926532,242.17619942882604,243.80584146926532,121.22663757073195,486.80014906374794,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-13,AAPL,lstm,0.01863211802837362,0.008060326799750328,-0.011651136912405491,0.03285517543554306,246.7307536956732,245.77893294828849,246.7307536956732,245.77893294828849,119.82240795844953,503.05970885790265,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-14,AAPL,lstm,-0.004233904053509201,0.008918480016291142,-0.014762256294488907,0.0323682501912117,245.68832768054654,247.9807041185706,245.68832768054654,247.9807041185706,118.06655412688505,519.6092816445185,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-15,AAPL,lstm,0.0138076604015739,0.006439540535211563,-0.019101114943623543,0.03227437660098076,249.10423726301474,249.5827361003127,249.10423726301474,249.5827361003127,115.832755519055,536.6528784692044,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-16,AAPL,lstm,-0.010484143872342174,0.006319435779005289,-0.017393557354807854,0.029632246121764183,246.50623531052833,251.1649485869468,246.50623531052833,251.1649485869468,113.83543430022951,552.7930729648384,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-17,AAPL,lstm,-0.007575322747986234,0.007300334982573986,-0.02038019523024559,0.031238283962011337,244.64592613608852,253.00525420141204,244.64592613608852,253.00525420141204,111.53892880348175,570.3339528996174,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-21,AAPL,lstm,-0.027042190904412126,0.00816863588988781,-0.015938827767968178,0.038186006247997284,238.11881573756347,255.08042251420886,238.11881573756347,255.08042251420886,109.77522433169413,592.5338915507845,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-22,AAPL,lstm,0.0028918809316494888,0.006110115442425013,-0.019836431369185448,0.03252560645341873,238.80842365165265,256.64375634531655,238.80842365165265,256.64375634531655,107.61913110996986,612.1232470366742,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-23,AAPL,lstm,0.0032851106503145153,0.00345853203907609,-0.023308932781219482,0.027420632541179657,239.59422576432544,257.53288846913347,239.59422576432544,257.53288846913347,105.13965083851991,629.1403242087081,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-24,AAPL,lstm,-0.018169336930799952,0.007183566223829985,-0.017319723963737488,0.032457150518894196,235.28026711194633,259.3895512784992,235.28026711194633,259.3895512784992,103.3343391041233,649.895425162352,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-27,AAPL,lstm,0.008213679785789116,0.005869558081030846,-0.021426361054182053,0.029852665960788727,237.2207421969839,260.91652390867034,237.2207421969839,260.91652390867034,101.14381112637535,669.5890521962317,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-02-28,AAPL,lstm,-0.0034537297979819336,0.004085516091436148,-0.020601963624358177,0.03592544049024582,236.4028590376708,261.9846862621945,236.4028590376708,261.9846862621945,99.08137086256693,694.0816394697159,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-01,AAPL,lstm,-0.014348470370965045,0.0055460743606090546,-0.019167814403772354,0.03360697627067566,233.03505878982872,263.4417064934641,233.03505878982872,263.4417064934641,97.20028414072078,717.8039746325707,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-02,AAPL,lstm,0.004120643843103321,0.006708063650876284,-0.020991526544094086,0.033780939877033234,233.99729442368897,265.21481578032325,233.99729442368897,265.21481578032325,95.18116643814137,742.4663012489415,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-03,AAPL,lstm,0.0344884661213861,0.006294303573668003,-0.021580161526799202,0.03671596199274063,242.2082804754664,266.8894241476992,242.2082804754664,266.8894241476992,93.14914816585188,770.2333071726678,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-06,AAPL,lstm,0.018369623975035526,0.004217568319290876,-0.020551664754748344,0.025018544867634773,246.69867264903291,268.01741792732656,246.69867264903291,268.01741792732656,91.25431445594494,789.7464900480293,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-07,AAPL,lstm,-0.014602595001837332,0.006774368230253458,-0.018658936023712158,0.0308607779443264,243.12240677470044,269.83921639141215,243.12240677470044,269.83921639141215,89.5673905438781,814.4986537480112,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-08,AAPL,lstm,0.008342341603068149,0.006508231163024902,-0.01571875438094139,0.027003254741430283,245.1591005289903,271.6011181752846,245.1591005289903,271.6011181752846,88.17051065792096,836.7924333467796,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-09,AAPL,lstm,-0.015026967291677991,0.009580879472196102,-0.013202155940234661,0.032812897115945816,241.50264427339138,274.2157855789067,241.50264427339138,274.2157855789067,87.01411861020762,864.70543854372,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-10,AAPL,lstm,-0.013975929537563428,0.006445631850510836,-0.019342124462127686,0.034511033445596695,238.1508967842038,275.98900412586084,238.1508967842038,275.98900412586084,85.34725203556162,895.0682330668839,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-13,AAPL,lstm,0.013178778640633647,0.003736636135727167,-0.02399500273168087,0.03554707020521164,241.3102069348868,277.02220995519133,241.3102069348868,277.02220995519133,83.32371849935384,927.4575809086693,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-14,AAPL,lstm,0.013990825020587742,0.0036389711312949657,-0.021345436573028564,0.03453397750854492,244.71006375870053,278.03213832767574,244.71006375870053,278.03213832767574,81.56398514513536,960.0458216380003,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-15,AAPL,lstm,0.002618033780690968,0.007623189594596624,-0.02129068598151207,0.03425312414765358,245.35156233816355,280.15971885397164,245.35156233816355,280.15971885397164,79.84578658811915,993.5001008588545,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-16,AAPL,lstm,0.018521449691435207,0.003407330485060811,-0.02056589350104332,0.03127085790038109,249.93817318098237,281.1159601123815,249.93817318098237,281.1159601123815,78.22045531702855,1025.0586157966432,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-17,AAPL,lstm,-0.00546892845685537,0.006230147555470467,-0.016144506633281708,0.03200859948992729,248.5750101114585,282.8728075188751,248.5750101114585,282.8728075188751,76.96776458235269,1058.4000555657599,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-20,AAPL,lstm,0.015365180286954876,0.005513820797204971,-0.02038116566836834,0.0335988812148571,252.423903705562,284.43682430038797,252.423903705562,284.43682430038797,75.4149506339416,1094.5652403410106,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-21,AAPL,lstm,0.011873354885857336,0.004343670792877674,-0.019056953489780426,0.028333932161331177,255.43888585236658,285.6750249068506,255.43888585236658,285.6750249068506,73.99138084792847,1126.022184958269,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-22,AAPL,lstm,-0.009145136079797108,0.0073755462653934956,-0.016841936856508255,0.03220713138580322,253.11351161965118,287.78981360262594,253.11351161965118,287.78981360262594,72.75565646095716,1162.8784830885638,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-23,AAPL,lstm,0.006945291611907683,0.006520924158394337,-0.017245981842279434,0.03049623593688011,254.87757765416998,289.6725937933932,254.87757765416998,289.6725937933932,71.51167087617755,1198.888228748875,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-24,AAPL,lstm,0.008271288176609921,0.007723141461610794,-0.019698143005371094,0.031819164752960205,256.994486260395,291.918429632014,256.994486260395,291.918429632014,70.11680844801631,1237.6491860518008,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-27,AAPL,lstm,-0.012369486995857677,0.004881901200860739,-0.016282042488455772,0.026587361469864845,253.835176109712,293.34701413295306,253.835176109712,293.34701413295306,68.98440543491564,1270.9963092371731,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-28,AAPL,lstm,-0.003988261529460803,0.004111805465072393,-0.02289694733917713,0.03083874098956585,252.82483114122564,294.5556714989281,252.82483114122564,294.5556714989281,67.42281712078244,1310.8028223497213,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-29,AAPL,lstm,0.019597451474395997,0.008376441895961761,-0.01593322865664959,0.03260473906993866,257.8284221783626,297.03336950225685,257.8284221783626,297.03336950225685,66.35706647228508,1354.2455672554768,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-30,AAPL,lstm,0.009841296980088399,0.007227504625916481,-0.02446012571454048,0.03850803151726723,260.37831479622287,299.18794466746584,260.37831479622287,299.18794466746584,64.75365247543769,1407.411997063459,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-03-31,AAPL,lstm,0.015523096822170946,0.002735488349571824,-0.02533661015331745,0.02645210735499859,264.45172677547123,300.0074776093519,264.45172677547123,300.0074776093519,63.133623944915385,1445.1377364738235,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-03,AAPL,lstm,0.007672157141840555,0.0029459879733622074,-0.02363143488764763,0.029485881328582764,266.48844500042975,300.89259288275053,266.48844500042975,300.89259288275053,61.65917533548313,1488.383294701309,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-04,AAPL,lstm,-0.003254935249652321,0.006375596392899752,-0.018261875957250595,0.02887159213423729,265.6224525064905,302.81708265339404,265.6224525064905,302.81708265339404,60.54338171338404,1531.9817091610014,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-05,AAPL,lstm,-0.0113545066352627,0.0037073353305459023,-0.02055145986378193,0.029976652935147285,262.62349864767174,303.94180702294756,262.62349864767174,303.94180702294756,59.311826747351624,1578.6005807205997,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-06,AAPL,lstm,0.005480856301668929,0.006000804249197245,-0.01850709691643715,0.030781712383031845,264.0668520984621,305.7711953835181,264.0668520984621,305.7711953835181,58.22423217837136,1627.9482208633915,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-10,AAPL,lstm,-0.016101268371610637,0.007769924588501453,-0.01737840473651886,0.030001960694789886,259.8490876446666,308.15627841845424,259.8490876446666,308.15627841845424,57.22113079866087,1677.5298958030176,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-11,AAPL,lstm,-0.007620120015640883,0.008671714924275875,-0.017645977437496185,0.03326587378978729,257.8765315129887,310.8401441684395,257.8765315129887,310.8401441684395,56.22026332950567,1734.273011332354,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-12,AAPL,lstm,-0.004362717597645155,0.005491722375154495,-0.018716512247920036,0.029539572075009346,256.75393958726426,312.5519014063342,256.75393958726426,312.5519014063342,55.17780086496809,1786.2668329730834,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-13,AAPL,lstm,0.0335349940083643,0.006570920348167419,-0.015706583857536316,0.03157900646328926,265.51018107858374,314.61240360784046,265.51018107858374,314.61240360784046,54.317917035174794,1843.5754804894389,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-14,AAPL,lstm,-0.0021162195532967317,0.005766155198216438,-0.020013468340039253,0.03316076844930649,264.94889735105585,316.43175762927245,264.94889735105585,316.43175762927245,53.24163190456944,1905.734722475679,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-17,AAPL,lstm,0.00012098422435876032,0.005621228367090225,-0.022683102637529373,0.03297518566250801,264.9809539270275,318.21549916577237,264.9809539270275,318.21549916577237,52.04753937536055,1969.6242329639113,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-18,AAPL,lstm,0.007476703533550668,0.007525800261646509,-0.0127596789970994,0.028027169406414032,266.9695628173599,320.61935424716796,266.9695628173599,320.61935424716796,51.387648235161144,2025.608176186285,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-19,AAPL,lstm,0.006944078432907277,0.004767134319990873,-0.018290752544999123,0.02870880998671055,268.8298719917997,322.1514352330714,268.8298719917997,322.1514352330714,50.4562717369567,2084.603722620366,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-20,AAPL,lstm,-0.005863430642706429,0.004640848841518164,-0.020713679492473602,0.027061566710472107,267.2582188251167,323.64997601054364,267.2582188251167,323.64997601054364,49.421887875532725,2141.7865106830254,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-21,AAPL,lstm,-0.009829063562230548,0.004046516492962837,-0.02038915827870369,0.027229197323322296,264.6441885846445,324.9622684235455,264.6441885846445,324.9622684235455,48.42441931736824,2200.906819071281,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-24,AAPL,lstm,0.00187678307164327,0.006788711994886398,-0.016290921717882156,0.029547978192567825,265.14133468956044,327.17586499907486,265.14133468956044,327.17586499907486,47.64193210818066,2266.9095604009112,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-25,AAPL,lstm,-0.00948045708845073,0.00796824786812067,-0.01847722753882408,0.03102649748325348,262.6395514063263,329.7933162257966,262.6395514063263,329.7933162257966,46.76972426112024,2338.3463560388072,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-26,AAPL,lstm,-6.11227409118481e-05,0.0070310188457369804,-0.016095809638500214,0.03163711354136467,262.6234986476718,332.12025852668523,262.6234986476718,332.12025852668523,46.02295432594189,2413.5075366976444,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-27,AAPL,lstm,0.02799959640412221,0.006678074132651091,-0.017931818962097168,0.029487591236829758,270.0807636334168,334.3455959570443,270.0807636334168,334.3455959570443,45.205033511392294,2485.7357505485224,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-04-28,AAPL,lstm,0.0075127628783707495,0.007974376901984215,-0.01487556379288435,0.027797825634479523,272.1174573877067,337.0224387145162,272.1174573877067,337.0224387145162,44.53756123729493,2555.8030528508475,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-05-01,AAPL,lstm,-0.0005305293301251952,0.004567032679915428,-0.019960932433605194,0.030486952513456345,271.9731293838282,338.565164828813,271.9731293838282,338.565164828813,43.657363077964526,2634.921482579279,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-05-02,AAPL,lstm,-0.006210667252655721,0.0036355811171233654,-0.02796952985227108,0.029644036665558815,270.2892292599072,339.7982873541491,270.2892292599072,339.7982873541491,42.453206136373915,2714.200548616886,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-05-03,AAPL,lstm,-0.006488289493430346,0.005500036291778088,-0.014471955597400665,0.030385948717594147,268.5411915133742,341.6723489105408,268.5411915133742,341.6723489105408,41.843248692160344,2797.9399265430493,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-05-04,AAPL,lstm,-0.00996289426016366,0.005411920137703419,-0.018040265887975693,0.030908674001693726,265.87902746760716,343.52648354969733,265.87902746760716,343.52648354969733,41.09515281429176,2885.770794658076,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-05-05,AAPL,lstm,0.045859131675121956,0.006021561101078987,-0.021345924586057663,0.03364797309041023,278.35591177847493,345.6012937314397,278.35591177847493,345.6012937314397,40.22723494897441,2984.5231902708088,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-05-08,AAPL,lstm,-0.00040341904336783815,0.004625234752893448,-0.024628642946481705,0.03316571190953255,278.24364035056817,347.2034771582874,278.24364035056817,347.2034771582874,39.24859423610949,3085.1666981735043,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-05-09,AAPL,lstm,-0.010021201864830388,0.003005301347002387,-0.021484047174453735,0.033037230372428894,275.469229347563,348.24848884452814,275.469229347563,348.24848884452814,38.414369403609975,3188.794379275167,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-05-10,AAPL,lstm,0.01036694934142512,0.006636998616158962,-0.01713799685239792,0.02658621221780777,278.33985901982044,350.56748629760443,278.33985901982044,350.56748629760443,37.761633478839,3274.7092051019,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-05-11,AAPL,lstm,0.0010941375813929384,0.007098242174834013,-0.02642463892698288,0.03434210270643234,278.6445677862318,353.0647433766335,278.6445677862318,353.0647433766335,36.776863630881955,3389.122874459974,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-05-12,AAPL,lstm,-0.006814490743398574,0.005344405770301819,-0.018862666562199593,0.026040872558951378,276.75220203582035,354.95670999901785,276.75220203582035,354.95670999901785,36.08965566874505,3478.5378427221676,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
2023-05-15,AAPL,lstm,-0.002901580371093546,0.007261892780661583,-0.01368129812180996,0.02710207737982273,275.95034716449305,357.54375403452764,275.95034716449305,357.54375403452764,35.59926471875314,3574.1027891540507,0.010363832093989164,0.013509068649518768,69612792187.35194,0.5060240963855421,0.932
